3300009517-bin.12_KBJPLPBP_00001	K04063
3300026287-bin.38_PALMHNFI_01994	K02014
3300026287-bin.38_PALMHNFI_01995	K01083
3300026287-bin.38_PALMHNFI_01996	K06207
3300026287-bin.38_PALMHNFI_01998	K07552
3300026287-bin.38_PALMHNFI_01999	K00658
3300026287-bin.38_PALMHNFI_02000	K00164
3300026287-bin.38_PALMHNFI_02003	K01902
3300026287-bin.38_PALMHNFI_02004	K01903
3300026287-bin.38_PALMHNFI_02006	K02014
3300026287-bin.38_PALMHNFI_02014	K00024
3300026287-bin.38_PALMHNFI_02015	K13821
3300026287-bin.38_PALMHNFI_02016	K12511
3300026287-bin.38_PALMHNFI_02017	K12510
3300026287-bin.38_PALMHNFI_02018	K02283
3300026287-bin.38_PALMHNFI_02019	K02282
3300026287-bin.38_PALMHNFI_02020	K02281
3300026287-bin.38_PALMHNFI_02021	K02280
3300026287-bin.38_PALMHNFI_02022	K02279
3300026287-bin.38_PALMHNFI_02023	K02278
3300026287-bin.38_PALMHNFI_02024	K02651
3300026287-bin.38_PALMHNFI_02046	K06909
3300026287-bin.38_PALMHNFI_02063	K17733
3300026287-bin.38_PALMHNFI_02070	K00075
3300026287-bin.38_PALMHNFI_02072	K01924
3300026287-bin.38_PALMHNFI_02075	K02563
3300026287-bin.38_PALMHNFI_02077	K01925
3300026287-bin.38_PALMHNFI_02078	K01000
3300026287-bin.38_PALMHNFI_02079	K01929
3300026287-bin.38_PALMHNFI_02080	K01928
3300026287-bin.38_PALMHNFI_02081	K03587
3300026287-bin.38_PALMHNFI_02083	K03438
3300026287-bin.38_PALMHNFI_02084	K03925
3300026287-bin.38_PALMHNFI_02091	K03413
3300026287-bin.38_PALMHNFI_02092	K13588
3300026287-bin.38_PALMHNFI_02093	K01406
3300026287-bin.38_PALMHNFI_02094	K06020
3300026287-bin.38_PALMHNFI_02099	K02426
3300026287-bin.38_PALMHNFI_02104	K01738
3300026287-bin.38_PALMHNFI_02106	K11357
3300026287-bin.38_PALMHNFI_02109	K00019
3300026287-bin.38_PALMHNFI_02111	K03832
3300026287-bin.38_PALMHNFI_02113	K01596
3300026287-bin.38_PALMHNFI_02115	K23010
3300026287-bin.38_PALMHNFI_02116	K03832
3300026287-bin.38_PALMHNFI_02117	K03559
3300026287-bin.38_PALMHNFI_02118	K03561
3300026287-bin.38_PALMHNFI_02120	K09862
3300026287-bin.38_PALMHNFI_02122	K06287
3300026287-bin.38_PALMHNFI_02123	K02518
3300026287-bin.38_PALMHNFI_02126	K00790
3300026287-bin.38_PALMHNFI_02127	K02004
3300026287-bin.38_PALMHNFI_02129	K02005
3300026287-bin.38_PALMHNFI_02131	K05358
3300026287-bin.38_PALMHNFI_02134	K03088
3300026287-bin.38_PALMHNFI_02136	K06975
3300026287-bin.38_PALMHNFI_02137	K01847
3300026287-bin.38_PALMHNFI_02140	K17733
3300026287-bin.38_PALMHNFI_02146	K07115
3300026287-bin.38_PALMHNFI_02148	K00060
3300026287-bin.38_PALMHNFI_02149	K02014
3300026287-bin.38_PALMHNFI_02152	K00639
3300026287-bin.38_PALMHNFI_02168	K01969
3300026287-bin.38_PALMHNFI_02169	K07001
3300026287-bin.38_PALMHNFI_02170	K03631
3300026287-bin.38_PALMHNFI_02171	K05807
3300026287-bin.38_PALMHNFI_02172	K00948
3300026287-bin.38_PALMHNFI_02174	K02897
3300026287-bin.38_PALMHNFI_02175	K01056
3300026287-bin.38_PALMHNFI_02176	K02434
3300026287-bin.38_PALMHNFI_02178	K00937
3300026287-bin.38_PALMHNFI_02179	K01524
3300026287-bin.38_PALMHNFI_02181	K07568
3300026287-bin.38_PALMHNFI_02183	K00773
3300026287-bin.38_PALMHNFI_02184	K13655
3300026287-bin.38_PALMHNFI_02185	K13651
3300026287-bin.38_PALMHNFI_02190	K07278
3300026287-bin.38_PALMHNFI_02191	K09800
3300026287-bin.38_PALMHNFI_02192	K01295
3300026287-bin.38_PALMHNFI_02193	K00673
3300026287-bin.38_PALMHNFI_02194	K06447
3300026287-bin.38_PALMHNFI_02195	K01484
3300026287-bin.38_PALMHNFI_02202	K00500
3300026287-bin.38_PALMHNFI_02203	K11940
3300026287-bin.38_PALMHNFI_02204	K01524
3300026287-bin.38_PALMHNFI_02206	K03437
3300026287-bin.38_PALMHNFI_02207	K03977
3300026287-bin.38_PALMHNFI_02208	K17713
3300026287-bin.38_PALMHNFI_02211	K03088
3300026287-bin.38_PALMHNFI_02214	K03088
3300026287-bin.38_PALMHNFI_02219	K00799
3300026287-bin.38_PALMHNFI_02220	K00088
3300026287-bin.38_PALMHNFI_02222	K03500
3300026287-bin.38_PALMHNFI_02224	K01951
3300026287-bin.38_PALMHNFI_02228	K19784
3300026287-bin.38_PALMHNFI_02230	K01056
3300026287-bin.38_PALMHNFI_02231	K02427
3300026287-bin.38_PALMHNFI_02232	K02622
3300026287-bin.38_PALMHNFI_02234	K11927
3300026287-bin.38_PALMHNFI_02235	K13590
3300026287-bin.38_PALMHNFI_02238	K07343
3300026287-bin.38_PALMHNFI_02239	K13628
3300026287-bin.38_PALMHNFI_02241	K11717
3300026287-bin.38_PALMHNFI_02242	K09015
3300026287-bin.38_PALMHNFI_02243	K09013
3300026287-bin.38_PALMHNFI_02245	K09014
3300026287-bin.38_PALMHNFI_02246	K04487
3300026287-bin.38_PALMHNFI_02247	K13643
3300026287-bin.38_PALMHNFI_02248	K07018
3300026287-bin.38_PALMHNFI_02249	K01673
3300026287-bin.38_PALMHNFI_02252	K20326
3300026287-bin.38_PALMHNFI_02253	K18622
3300026287-bin.38_PALMHNFI_02255	K00858
3300026287-bin.38_PALMHNFI_02259	K01885
3300026287-bin.38_PALMHNFI_02260	K06204
3300026287-bin.38_PALMHNFI_02262	K02394
3300026287-bin.38_PALMHNFI_02271	K03701
3300026287-bin.38_PALMHNFI_02274	K06182
3300026287-bin.38_PALMHNFI_02276	K03111
3300026287-bin.38_PALMHNFI_02280	K02406
3300026287-bin.38_PALMHNFI_02286	K03655
3300026287-bin.38_PALMHNFI_02287	K09159
3300026287-bin.38_PALMHNFI_02288	K03723
3300026287-bin.38_PALMHNFI_02289	K13591
3300026287-bin.38_PALMHNFI_02290	K07058
3300026287-bin.38_PALMHNFI_02291	K04085
3300026287-bin.38_PALMHNFI_02299	K03043
3300026287-bin.38_PALMHNFI_02300	K03046
3300026287-bin.38_PALMHNFI_02302	K09981
3300026287-bin.38_PALMHNFI_02304	K02523
3300026287-bin.38_PALMHNFI_02306	K00812
3300026287-bin.38_PALMHNFI_02309	K03569
3300026287-bin.38_PALMHNFI_02310	K03570
3300026287-bin.38_PALMHNFI_02311	K03571
3300026287-bin.38_PALMHNFI_02312	K05515
3300026287-bin.38_PALMHNFI_02313	K05837
3300026287-bin.38_PALMHNFI_02315	K01259
3300026287-bin.38_PALMHNFI_02316	K05820
3300026287-bin.38_PALMHNFI_02321	K06872
3300026287-bin.38_PALMHNFI_02322	K01491
3300026287-bin.38_PALMHNFI_02324	K01745
3300026287-bin.38_PALMHNFI_02325	K01712
3300026287-bin.38_PALMHNFI_02326	K01468
3300026287-bin.38_PALMHNFI_02329	K00762
3300026287-bin.38_PALMHNFI_02330	K03474
3300026287-bin.38_PALMHNFI_02331	K00997
3300026287-bin.38_PALMHNFI_02332	K03100
3300026287-bin.38_PALMHNFI_02333	K03685
3300026287-bin.38_PALMHNFI_02334	K03595
3300026287-bin.38_PALMHNFI_02338	K03584
3300026287-bin.38_PALMHNFI_02339	K02621
3300026287-bin.38_PALMHNFI_02342	K23269
3300026287-bin.38_PALMHNFI_02343	K23265
3300026287-bin.38_PALMHNFI_02344	K06950
3300026287-bin.38_PALMHNFI_02345	K06910
3300026287-bin.38_PALMHNFI_02347	K03824
3300026287-bin.38_PALMHNFI_02348	K23264
3300026287-bin.38_PALMHNFI_02349	K01923
3300026287-bin.38_PALMHNFI_02352	K01756
3300026287-bin.38_PALMHNFI_02355	K03630
3300026287-bin.38_PALMHNFI_02356	K01444
3300026287-bin.38_PALMHNFI_02357	K01265
3300026287-bin.38_PALMHNFI_02361	K02015
3300026287-bin.38_PALMHNFI_02363	K08309
3300026287-bin.38_PALMHNFI_02364	K01714
3300026287-bin.38_PALMHNFI_02365	K03664
3300026287-bin.38_PALMHNFI_02366	K02950
3300026287-bin.38_PALMHNFI_02367	K02992
3300026287-bin.38_PALMHNFI_02368	K02355
3300026287-bin.38_PALMHNFI_02369	K02358
3300026287-bin.38_PALMHNFI_02373	K07107
3300026287-bin.38_PALMHNFI_02376	K07154
3300026287-bin.38_PALMHNFI_02377	K15773
3300026287-bin.38_PALMHNFI_02384	K03218
3300026287-bin.38_PALMHNFI_02388	K04765
3300026287-bin.38_PALMHNFI_02390	K03665
3300026287-bin.38_PALMHNFI_02391	K03666
3300026287-bin.38_PALMHNFI_02392	K00824
3300026287-bin.38_PALMHNFI_02393	K13599
3300026287-bin.38_PALMHNFI_02394	K13598
3300026287-bin.38_PALMHNFI_02395	K05540
3300026287-bin.38_PALMHNFI_02396	K12506
3300026287-bin.38_PALMHNFI_02398	K06952
3300026287-bin.38_PALMHNFI_02400	K02601
3300026287-bin.38_PALMHNFI_02401	K03073
3300026287-bin.38_PALMHNFI_02404	K03699
3300026287-bin.38_PALMHNFI_02408	K00413
3300026287-bin.38_PALMHNFI_02409	K00412
3300026287-bin.38_PALMHNFI_02410	K00411
3300026287-bin.38_PALMHNFI_02411	K01273
3300026287-bin.38_PALMHNFI_02412	K01295
3300026287-bin.38_PALMHNFI_02413	K00228
3300026287-bin.38_PALMHNFI_02418	K09986
3300026287-bin.38_PALMHNFI_02419	K03824
3300026287-bin.38_PALMHNFI_02423	K01465
3300026287-bin.38_PALMHNFI_02427	K00253
3300026287-bin.38_PALMHNFI_02428	K01185
3300026287-bin.38_PALMHNFI_02429	K06213
3300026287-bin.38_PALMHNFI_02431	K02417
3300026287-bin.38_PALMHNFI_02432	K03801
3300026287-bin.38_PALMHNFI_02435	K02503
3300026287-bin.38_PALMHNFI_02438	K22522
3300026287-bin.38_PALMHNFI_02439	K01775
3300026287-bin.38_PALMHNFI_02441	K04485
3300026287-bin.38_PALMHNFI_02442	K03558
3300026287-bin.38_PALMHNFI_02443	K00764
3300026287-bin.38_PALMHNFI_02445	K03579
3300026287-bin.38_PALMHNFI_02446	K03294
3300026287-bin.38_PALMHNFI_02447	K01069
3300026287-bin.38_PALMHNFI_02449	K06884
3300026287-bin.38_PALMHNFI_02451	K00249
3300026287-bin.38_PALMHNFI_02464	K01991
3300026287-bin.38_PALMHNFI_02465	K02314
3300026287-bin.38_PALMHNFI_02468	K07390
3300026287-bin.38_PALMHNFI_02469	K07107
3300026287-bin.38_PALMHNFI_02474	K02986
3300026287-bin.38_PALMHNFI_02475	K02533
3300026287-bin.38_PALMHNFI_02477	K02400
3300026287-bin.38_PALMHNFI_02478	K17836
3300026287-bin.38_PALMHNFI_02480	K02417
3300026287-bin.38_PALMHNFI_02482	K02410
3300026287-bin.38_PALMHNFI_02483	K02409
3300026287-bin.38_PALMHNFI_02484	K00263
3300026287-bin.38_PALMHNFI_02488	K01082
3300026287-bin.38_PALMHNFI_02493	K03636
3300026287-bin.38_PALMHNFI_02494	K03635
3300026287-bin.38_PALMHNFI_02495	K03638
3300026287-bin.38_PALMHNFI_02496	K03637
3300026287-bin.38_PALMHNFI_02498	K03750
3300026287-bin.38_PALMHNFI_02499	K00525
3300026287-bin.38_PALMHNFI_02500	K07234
3300026287-bin.38_PALMHNFI_02502	K02018
3300026287-bin.38_PALMHNFI_02503	K02020
3300026287-bin.38_PALMHNFI_02504	K03639
3300026287-bin.38_PALMHNFI_02505	K13642
3300026287-bin.38_PALMHNFI_02506	K02575
3300026287-bin.38_PALMHNFI_02507	K00370
3300026287-bin.38_PALMHNFI_02508	K00371
3300026287-bin.38_PALMHNFI_02509	K00373
3300026287-bin.38_PALMHNFI_02510	K00374
3300026287-bin.38_PALMHNFI_02514	K03752
3300026287-bin.38_PALMHNFI_02517	K01768
3300026287-bin.38_PALMHNFI_02518	K03651
3300026287-bin.38_PALMHNFI_02521	K13771
3300026287-bin.38_PALMHNFI_02522	K00404
3300026287-bin.38_PALMHNFI_02523	K00405
3300026287-bin.38_PALMHNFI_02524	K00407
3300026287-bin.38_PALMHNFI_02525	K00406
3300026287-bin.38_PALMHNFI_02528	K01533
3300026287-bin.38_PALMHNFI_02530	K01657
3300026287-bin.38_PALMHNFI_02531	K03770
3300026287-bin.38_PALMHNFI_02532	K03426
3300026287-bin.38_PALMHNFI_02533	K05962
3300026287-bin.38_PALMHNFI_02538	K04083
3300026287-bin.38_PALMHNFI_02540	K00058
3300026287-bin.38_PALMHNFI_02541	K02914
3300026287-bin.38_PALMHNFI_02542	K03536
3300026287-bin.38_PALMHNFI_02543	K03217
3300026287-bin.38_PALMHNFI_02544	K03978
3300026287-bin.38_PALMHNFI_02546	K00930
3300026287-bin.38_PALMHNFI_02547	K07025
3300026287-bin.38_PALMHNFI_02548	K00674
3300026287-bin.38_PALMHNFI_02552	K01439
3300026287-bin.38_PALMHNFI_02554	K03315
3300026287-bin.38_PALMHNFI_02556	K03553
3300026287-bin.38_PALMHNFI_02558	K01297
3300026287-bin.38_PALMHNFI_02559	K01924
3300026287-bin.38_PALMHNFI_02561	K11939
3300026287-bin.38_PALMHNFI_02562	K02412
3300026287-bin.38_PALMHNFI_02565	K06214
3300026287-bin.38_PALMHNFI_02570	K00817
3300026287-bin.38_PALMHNFI_02572	K01658
3300026287-bin.38_PALMHNFI_02573	K00766
3300026287-bin.38_PALMHNFI_02574	K01609
3300026287-bin.38_PALMHNFI_02576	K01356
3300026287-bin.38_PALMHNFI_02577	K02238
3300026287-bin.38_PALMHNFI_02578	K01885
3300026287-bin.38_PALMHNFI_02579	K01647
3300026287-bin.38_PALMHNFI_02580	K07736
3300026287-bin.38_PALMHNFI_02581	K05524
3300026287-bin.38_PALMHNFI_02582	K04762
3300026287-bin.38_PALMHNFI_02583	K03782
3300026287-bin.38_PALMHNFI_02584	K18833
3300026287-bin.38_PALMHNFI_02585	K05275
3300026287-bin.38_PALMHNFI_02586	K13979
3300026287-bin.38_PALMHNFI_02588	K17675
3300026287-bin.38_PALMHNFI_02589	K02520
3300026287-bin.38_PALMHNFI_02595	K19304
3300026287-bin.38_PALMHNFI_02596	K00558
3300026287-bin.38_PALMHNFI_02598	K01644
3300026287-bin.38_PALMHNFI_02599	K01975
3300026287-bin.38_PALMHNFI_02600	K06890
3300026287-bin.38_PALMHNFI_02606	K14981
3300026287-bin.38_PALMHNFI_02607	K14980
3300026287-bin.38_PALMHNFI_02608	K06023
3300026287-bin.38_PALMHNFI_02609	K02793
3300026287-bin.38_PALMHNFI_02610	K11189
3300026287-bin.38_PALMHNFI_02611	K00537
3300026287-bin.38_PALMHNFI_02613	K02221
3300026287-bin.38_PALMHNFI_02614	K09131
3300026287-bin.38_PALMHNFI_02618	K15034
3300026287-bin.38_PALMHNFI_02619	K03979
3300026287-bin.38_PALMHNFI_02620	K00969
3300026287-bin.38_PALMHNFI_02621	K09710
3300026287-bin.38_PALMHNFI_02622	K00783
3300026287-bin.38_PALMHNFI_02624	K03797
3300026287-bin.38_PALMHNFI_02625	K11754
3300026287-bin.38_PALMHNFI_02626	K01963
3300026287-bin.38_PALMHNFI_02627	K01695
3300026287-bin.38_PALMHNFI_02628	K01696
3300026287-bin.38_PALMHNFI_02629	K01817
3300026287-bin.38_PALMHNFI_02630	K07064
3300026287-bin.38_PALMHNFI_02633	K00564
3300026287-bin.38_PALMHNFI_02634	K04566
3300026287-bin.38_PALMHNFI_02642	K01283
3300026287-bin.38_PALMHNFI_02643	K03814
3300026287-bin.38_PALMHNFI_02644	K16079
3300026287-bin.38_PALMHNFI_02646	K03286
3300026287-bin.38_PALMHNFI_02648	K00012
3300026287-bin.38_PALMHNFI_02650	K03799
3300026287-bin.38_PALMHNFI_02651	K03744
3300026287-bin.38_PALMHNFI_02652	K15777
3300026287-bin.38_PALMHNFI_02653	K03809
3300026287-bin.38_PALMHNFI_02657	K00382
3300026287-bin.38_PALMHNFI_02658	K00627
3300026287-bin.38_PALMHNFI_02660	K00162
3300026287-bin.38_PALMHNFI_02661	K00161
3300026287-bin.38_PALMHNFI_02664	K01689
3300026287-bin.38_PALMHNFI_02667	K02911
3300026287-bin.38_PALMHNFI_02669	K01937
3300026287-bin.38_PALMHNFI_02670	K03075
3300026287-bin.38_PALMHNFI_02671	K03832
3300026287-bin.38_PALMHNFI_02673	K00459
3300026287-bin.38_PALMHNFI_02677	K01758
3300026287-bin.38_PALMHNFI_02678	K01697
3300026287-bin.38_PALMHNFI_02681	K13766
3300026287-bin.38_PALMHNFI_02687	K00297
3300026287-bin.38_PALMHNFI_02688	K17837
3300026287-bin.38_PALMHNFI_02689	K00548
3300026287-bin.38_PALMHNFI_02690	K00548
3300026287-bin.38_PALMHNFI_02693	K08365
3300026287-bin.38_PALMHNFI_02695	K01875
3300026287-bin.38_PALMHNFI_02696	K03787
3300026287-bin.38_PALMHNFI_02697	K00573
3300026287-bin.38_PALMHNFI_02698	K06601
3300026287-bin.38_PALMHNFI_02699	K06602
3300026287-bin.38_PALMHNFI_02701	K09951
3300026287-bin.38_PALMHNFI_02702	K15342
3300026287-bin.38_PALMHNFI_02703	K09952
3300026287-bin.38_PALMHNFI_02704	K14160
3300026287-bin.38_PALMHNFI_02705	K14161
3300026287-bin.38_PALMHNFI_02706	K14162
3300026287-bin.38_PALMHNFI_02710	K03821
3300026287-bin.38_PALMHNFI_02711	K14696
3300026287-bin.38_PALMHNFI_02714	K01779
3300026287-bin.38_PALMHNFI_02715	K07498
3300026287-bin.4_OJLHDGOL_00003	K02027
3300026287-bin.4_OJLHDGOL_00004	K02025
3300026287-bin.4_OJLHDGOL_00005	K02026
3300026287-bin.4_OJLHDGOL_00008	K10822
3300026287-bin.4_OJLHDGOL_00009	K00863
3300026287-bin.4_OJLHDGOL_00011	K12960
3300026287-bin.4_OJLHDGOL_00012	K01486
3300026287-bin.4_OJLHDGOL_00014	K02035
3300026287-bin.4_OJLHDGOL_00015	K02033
3300026287-bin.4_OJLHDGOL_00016	K02034
3300026287-bin.4_OJLHDGOL_00017	K02032
3300026287-bin.4_OJLHDGOL_00018	K02031
3300026287-bin.4_OJLHDGOL_00019	K02035
3300026287-bin.4_OJLHDGOL_00020	K02033
3300026287-bin.4_OJLHDGOL_00021	K02034
3300026287-bin.4_OJLHDGOL_00022	K02032
3300026287-bin.4_OJLHDGOL_00026	K02051
3300026287-bin.4_OJLHDGOL_00027	K02049
3300026287-bin.4_OJLHDGOL_00028	K02050
3300026287-bin.4_OJLHDGOL_00031	K01068
3300026287-bin.4_OJLHDGOL_00032	K09164
3300026287-bin.4_OJLHDGOL_00035	K00767
3300026287-bin.4_OJLHDGOL_00036	K00278
3300026287-bin.4_OJLHDGOL_00037	K03517
3300026287-bin.4_OJLHDGOL_00040	K06024
3300026287-bin.4_OJLHDGOL_00041	K01999
3300026287-bin.4_OJLHDGOL_00045	K01432
3300026287-bin.4_OJLHDGOL_00046	K17737
3300026287-bin.4_OJLHDGOL_00047	K00135
3300026287-bin.4_OJLHDGOL_00049	K00452
3300026287-bin.4_OJLHDGOL_00051	K01999
3300026287-bin.4_OJLHDGOL_00052	K01997
3300026287-bin.4_OJLHDGOL_00053	K01998
3300026287-bin.4_OJLHDGOL_00054	K01995
3300026287-bin.4_OJLHDGOL_00055	K01996
3300026287-bin.4_OJLHDGOL_00056	K06989
3300026287-bin.4_OJLHDGOL_00059	K01995
3300026287-bin.4_OJLHDGOL_00060	K01996
3300026287-bin.4_OJLHDGOL_00061	K01997
3300026287-bin.4_OJLHDGOL_00062	K01998
3300026287-bin.4_OJLHDGOL_00066	K08351
3300026287-bin.4_OJLHDGOL_00067	K01999
3300026287-bin.4_OJLHDGOL_00068	K00648
3300026287-bin.4_OJLHDGOL_00069	K00833
3300026287-bin.4_OJLHDGOL_00070	K01935
3300026287-bin.4_OJLHDGOL_00071	K00652
3300026287-bin.4_OJLHDGOL_00072	K01012
3300026287-bin.4_OJLHDGOL_00073	K02013
3300026287-bin.4_OJLHDGOL_00074	K02015
3300026287-bin.4_OJLHDGOL_00075	K02015
3300026287-bin.4_OJLHDGOL_00076	K02016
3300026287-bin.4_OJLHDGOL_00077	K09956
3300026287-bin.4_OJLHDGOL_00079	K10441
3300026287-bin.4_OJLHDGOL_00080	K10440
3300026287-bin.4_OJLHDGOL_00083	K00111
3300026287-bin.4_OJLHDGOL_00085	K00880
3300026287-bin.4_OJLHDGOL_00086	K00108
3300026287-bin.4_OJLHDGOL_00087	K01644
3300026287-bin.4_OJLHDGOL_00089	K10112
3300026287-bin.4_OJLHDGOL_00092	K17318
3300026287-bin.4_OJLHDGOL_00093	K17320
3300026287-bin.4_OJLHDGOL_00094	K17319
3300026287-bin.4_OJLHDGOL_00095	K02529
3300026287-bin.4_OJLHDGOL_00096	K00316
3300026287-bin.4_OJLHDGOL_00098	K00058
3300026287-bin.4_OJLHDGOL_00099	K05799
3300026287-bin.4_OJLHDGOL_00101	K02032
3300026287-bin.4_OJLHDGOL_00102	K02031
3300026287-bin.4_OJLHDGOL_00103	K02034
3300026287-bin.4_OJLHDGOL_00104	K02033
3300026287-bin.4_OJLHDGOL_00105	K02035
3300026287-bin.4_OJLHDGOL_00106	K22024
3300026287-bin.4_OJLHDGOL_00110	K00067
3300026287-bin.4_OJLHDGOL_00111	K01710
3300026287-bin.4_OJLHDGOL_00112	K01790
3300026287-bin.4_OJLHDGOL_00114	K01991
3300026287-bin.4_OJLHDGOL_00119	K03328
3300026287-bin.4_OJLHDGOL_00133	K02362
3300026287-bin.4_OJLHDGOL_00134	K03606
3300026287-bin.4_OJLHDGOL_00135	K00973
3300026287-bin.4_OJLHDGOL_00139	K01476
3300026287-bin.4_OJLHDGOL_00140	K01750
3300026287-bin.4_OJLHDGOL_00141	K16841
3300026287-bin.4_OJLHDGOL_00142	K08369
3300026287-bin.4_OJLHDGOL_00144	K03466
3300026287-bin.4_OJLHDGOL_00145	K16079
3300026287-bin.4_OJLHDGOL_00146	K00344
3300026287-bin.4_OJLHDGOL_00147	K01258
3300026287-bin.4_OJLHDGOL_00149	K03852
3300026287-bin.4_OJLHDGOL_00150	K07256
3300026287-bin.4_OJLHDGOL_00151	K07255
3300026287-bin.4_OJLHDGOL_00152	K15552
3300026287-bin.4_OJLHDGOL_00153	K10831
3300026287-bin.4_OJLHDGOL_00154	K15551
3300026287-bin.4_OJLHDGOL_00155	K00375
3300026287-bin.4_OJLHDGOL_00156	K15270
3300026287-bin.4_OJLHDGOL_00159	K02027
3300026287-bin.4_OJLHDGOL_00160	K02025
3300026287-bin.4_OJLHDGOL_00161	K02026
3300026287-bin.4_OJLHDGOL_00162	K01755
3300026287-bin.4_OJLHDGOL_00165	K16079
3300026287-bin.4_OJLHDGOL_00166	K07516
3300026287-bin.4_OJLHDGOL_00168	K01075
3300026287-bin.4_OJLHDGOL_00171	K00059
3300026287-bin.4_OJLHDGOL_00172	K09461
3300026287-bin.4_OJLHDGOL_00176	K01754
3300026287-bin.4_OJLHDGOL_00177	K15735
3300026287-bin.4_OJLHDGOL_00178	K01989
3300026287-bin.4_OJLHDGOL_00179	K05833
3300026287-bin.4_OJLHDGOL_00180	K05832
3300026287-bin.4_OJLHDGOL_00181	K01556
3300026287-bin.4_OJLHDGOL_00182	K01996
3300026287-bin.4_OJLHDGOL_00183	K01995
3300026287-bin.4_OJLHDGOL_00184	K01998
3300026287-bin.4_OJLHDGOL_00185	K01997
3300026287-bin.4_OJLHDGOL_00186	K01999
3300026287-bin.4_OJLHDGOL_00187	K00453
3300026287-bin.4_OJLHDGOL_00188	K08295
3300026287-bin.4_OJLHDGOL_00190	K01432
3300026287-bin.4_OJLHDGOL_00192	K06016
3300026287-bin.4_OJLHDGOL_00194	K03566
3300026287-bin.4_OJLHDGOL_00195	K03531
3300026287-bin.4_OJLHDGOL_00197	K03281
3300026287-bin.4_OJLHDGOL_00200	K03566
3300026287-bin.4_OJLHDGOL_00202	K11530
3300026287-bin.4_OJLHDGOL_00203	K00020
3300026287-bin.4_OJLHDGOL_00207	K00851
3300026287-bin.4_OJLHDGOL_00209	K12257
3300026287-bin.4_OJLHDGOL_00213	K00426
3300026287-bin.4_OJLHDGOL_00214	K00425
3300026287-bin.4_OJLHDGOL_00217	K00059
3300026287-bin.4_OJLHDGOL_00220	K00285
3300026287-bin.4_OJLHDGOL_00225	K01644
3300026287-bin.4_OJLHDGOL_00226	K14067
3300026287-bin.4_OJLHDGOL_00227	K08692
3300026287-bin.4_OJLHDGOL_00229	K11529
3300026287-bin.4_OJLHDGOL_00231	K22081
3300026287-bin.4_OJLHDGOL_00232	K22082
3300026287-bin.4_OJLHDGOL_00233	K22083
3300026287-bin.4_OJLHDGOL_00234	K01915
3300026287-bin.4_OJLHDGOL_00235	K22084
3300026287-bin.4_OJLHDGOL_00236	K22085
3300026287-bin.4_OJLHDGOL_00237	K22086
3300026287-bin.4_OJLHDGOL_00238	K22087
3300026287-bin.4_OJLHDGOL_00240	K01595
3300026287-bin.4_OJLHDGOL_00241	K00600
3300026287-bin.4_OJLHDGOL_00244	K03088
3300026287-bin.4_OJLHDGOL_00252	K16238
3300026287-bin.4_OJLHDGOL_00255	K00457
3300026287-bin.4_OJLHDGOL_00256	K03719
3300026287-bin.4_OJLHDGOL_00258	K00451
3300026287-bin.4_OJLHDGOL_00259	K16171
3300026287-bin.4_OJLHDGOL_00260	K01800
3300026287-bin.4_OJLHDGOL_00261	K02011
3300026287-bin.4_OJLHDGOL_00262	K02010
3300026287-bin.4_OJLHDGOL_00263	K02012
3300026287-bin.4_OJLHDGOL_00265	K00206
3300026287-bin.4_OJLHDGOL_00266	K19670
3300026287-bin.4_OJLHDGOL_00267	K03430
3300026287-bin.4_OJLHDGOL_00268	K03324
3300026287-bin.4_OJLHDGOL_00276	K00799
3300026287-bin.4_OJLHDGOL_00277	K11741
3300026287-bin.4_OJLHDGOL_00279	K17509
3300026287-bin.4_OJLHDGOL_00282	K00315
3300026287-bin.4_OJLHDGOL_00284	K00479
3300026287-bin.4_OJLHDGOL_00285	K03566
3300026287-bin.4_OJLHDGOL_00291	K17733
3300026287-bin.4_OJLHDGOL_00294	K18476
3300026287-bin.4_OJLHDGOL_00295	K22486
3300026287-bin.4_OJLHDGOL_00298	K10822
3300026287-bin.4_OJLHDGOL_00299	K05815
3300026287-bin.4_OJLHDGOL_00300	K05814
3300026287-bin.4_OJLHDGOL_00301	K05813
3300026287-bin.4_OJLHDGOL_00306	K07090
3300026287-bin.4_OJLHDGOL_00307	K07112
3300026287-bin.4_OJLHDGOL_00308	K07112
3300026287-bin.4_OJLHDGOL_00310	K01069
3300026287-bin.4_OJLHDGOL_00312	K07478
3300026287-bin.4_OJLHDGOL_00313	K04771
3300026287-bin.4_OJLHDGOL_00314	K02879
3300026287-bin.4_OJLHDGOL_00315	K03040
3300026287-bin.4_OJLHDGOL_00316	K02948
3300026287-bin.4_OJLHDGOL_00317	K02952
3300026287-bin.4_OJLHDGOL_00318	K00939
3300026287-bin.4_OJLHDGOL_00319	K03076
3300026287-bin.4_OJLHDGOL_00320	K02876
3300026287-bin.4_OJLHDGOL_00321	K02907
3300026287-bin.4_OJLHDGOL_00322	K02988
3300026287-bin.4_OJLHDGOL_00323	K02881
3300026287-bin.4_OJLHDGOL_00324	K02933
3300026287-bin.4_OJLHDGOL_00325	K02994
3300026287-bin.4_OJLHDGOL_00326	K02954
3300026287-bin.4_OJLHDGOL_00327	K02931
3300026287-bin.4_OJLHDGOL_00328	K02895
3300026287-bin.4_OJLHDGOL_00329	K02874
3300026287-bin.4_OJLHDGOL_00330	K02961
